id,R_class,P_class,Prob,spot_on,class_0_p,class_1_p,class_2_p,class_3_p,class_4_p
268692.jpg,class_0,class_3,0.999926,0,7.389998e-05,6.835625e-08,4.171518e-08,0.999926,3.057528e-09
280769.jpg,class_0,class_0,0.99999344,1,0.99999344,6.297818e-06,2.6089725e-12,2.7637344e-07,1.4809499e-12
291598.jpg,class_0,class_0,1.0,1,1.0,1.5680145e-11,1.6003618e-12,7.689459e-11,2.346642e-15
304630.jpg,class_0,class_0,0.9998908,1,0.9998908,1.603341e-07,2.3743878e-08,0.00010901118,6.7827016e-10
314124.jpg,class_0,class_0,0.98886395,1,0.98886395,6.077792e-07,1.1264953e-08,0.011135428,2.6405773e-09
314772.jpg,class_0,class_0,0.99986994,1,0.99986994,2.4798846e-08,1.4813004e-09,0.00013001036,4.0557718e-10
318439.jpg,class_0,class_0,1.0,1,1.0,6.400947e-10,4.786579e-13,2.9910932e-10,8.4971635e-15
318877.jpg,class_0,class_1,0.5561786,0,0.12394995,0.5561786,4.4163983e-07,1.6816044e-05,0.31985408
324977.jpg,class_0,class_0,0.9999963,1,0.9999963,3.7313264e-06,1.8261384e-11,1.4586249e-09,1.2615409e-12
334050.jpg,class_0,class_0,1.0,1,1.0,2.7506644e-08,1.3740072e-12,1.3482004e-08,8.254074e-14
380256.jpg,class_0,class_0,0.97528845,1,0.97528845,4.7511855e-07,4.4603388e-07,0.024710603,1.674765e-08
384297.jpg,class_0,class_0,1.0,1,1.0,1.3562194e-11,1.0032268e-11,1.4180369e-08,1.1947217e-12
388081.jpg,class_0,class_0,1.0,1,1.0,1.007445e-08,1.2705648e-12,2.8617253e-10,1.4085662e-13
389241.jpg,class_0,class_3,0.9936475,0,0.0063524456,6.246183e-10,1.1643466e-08,0.9936475,1.577201e-08
399466.jpg,class_0,class_3,0.62901956,0,0.37097964,1.8152214e-07,4.9411636e-07,0.62901956,5.423585e-08
400167.jpg,class_0,class_0,0.9999926,1,0.9999926,3.422502e-11,2.6708403e-12,7.35573e-06,1.0023392e-12
405977.jpg,class_0,class_0,0.99982834,1,0.99982834,0.00017163453,2.3290525e-10,1.9171303e-11,3.9402643e-12
419504.jpg,class_0,class_0,0.8188096,1,0.8188096,7.9426584e-08,8.6260866e-07,0.1811892,2.4173028e-07
427453.jpg,class_0,class_3,0.99603695,0,0.003961241,8.629496e-07,8.355543e-07,0.99603695,1.4504589e-07
430702.jpg,class_0,class_3,0.9021613,0,0.09783864,3.1851152e-10,2.1475472e-08,0.9021613,4.5959496e-08
457342.jpg,class_0,class_0,0.95340097,1,0.95340097,6.550666e-07,5.875079e-08,0.04659809,9.319305e-08
457718.jpg,class_0,class_0,0.9999939,1,0.9999939,2.149459e-08,1.6990126e-09,6.0525076e-06,6.1166225e-11
469128.jpg,class_0,class_0,0.99999654,1,0.99999654,5.683577e-13,3.1406152e-12,3.515207e-06,2.6967922e-13
469424.jpg,class_0,class_0,0.9999993,1,0.9999993,7.643189e-07,4.698259e-13,1.9124431e-11,7.868564e-14
474565.jpg,class_0,class_0,0.99999654,1,0.99999654,3.500716e-07,1.0680943e-12,3.0859862e-06,9.241752e-13
480478.jpg,class_0,class_3,0.91116613,0,0.08871662,0.0001141991,1.1550546e-06,0.91116613,1.9974825e-06
490281.jpg,class_0,class_0,0.99981433,1,0.99981433,7.875071e-07,1.2939617e-08,0.00018481506,2.466241e-09
493416.jpg,class_0,class_0,1.0,1,1.0,5.0978805e-10,1.3838802e-09,2.8342365e-08,8.932987e-11
497682.jpg,class_0,class_3,0.9999448,0,3.2238262e-05,2.1575015e-05,1.03896355e-07,0.9999448,1.3254e-06
498871.jpg,class_0,class_3,0.97813624,0,0.021860259,1.085626e-06,2.1492813e-06,0.97813624,2.3674956e-07
509144.jpg,class_0,class_3,0.91833556,0,0.080868304,0.00032663372,1.11997e-07,0.91833556,0.00046933207
526433.jpg,class_0,class_0,0.99985814,1,0.99985814,5.5289405e-08,2.1440256e-11,0.00014185284,5.586061e-09
533323.jpg,class_0,class_0,1.0,1,1.0,9.877346e-10,2.4258557e-12,1.367123e-10,6.088889e-14
537766.jpg,class_0,class_0,1.0,1,1.0,4.5380553e-08,7.926753e-12,3.7640835e-11,1.505825e-13
541004.jpg,class_0,class_0,0.988926,1,0.988926,3.4220632e-10,3.7250814e-09,0.011073998,5.6815197e-10
543944.jpg,class_0,class_3,0.99991405,0,8.517822e-05,7.6157556e-07,1.6605618e-08,0.99991405,1.16573124e-08
549309.jpg,class_0,class_0,0.9999989,1,0.9999989,1.704758e-08,2.3276434e-09,1.0693741e-06,4.803593e-10
564090.jpg,class_0,class_0,0.89026535,1,0.89026535,3.0087182e-07,1.7820388e-07,0.10973408,4.0064243e-08
567560.jpg,class_0,class_0,1.0,1,1.0,1.9624535e-09,7.469094e-13,3.3021855e-10,5.8493063e-15
572036.jpg,class_0,class_0,1.0,1,1.0,1.6827699e-11,2.5888322e-10,5.324583e-08,1.5828449e-13
576632.jpg,class_0,class_3,0.55261034,0,0.44738072,7.814715e-06,1.0725017e-06,0.55261034,7.960528e-08
586572.jpg,class_0,class_0,0.7063036,1,0.7063036,0.2755098,1.5931607e-07,0.018186204,2.2620353e-07
588630.jpg,class_0,class_0,0.99968195,1,0.99968195,0.00031685765,1.6022211e-10,1.1426581e-06,1.1392452e-11
590463.jpg,class_0,class_3,0.97765255,0,0.022346655,5.3071625e-07,9.665172e-08,0.97765255,8.564714e-08
590575.jpg,class_0,class_0,0.72931105,1,0.72931105,0.27068394,1.5800894e-07,4.7094118e-06,1.2117704e-07
596542.jpg,class_0,class_0,0.9999901,1,0.9999901,1.9769108e-11,2.0558414e-12,9.884881e-06,5.781902e-13
600323.jpg,class_0,class_0,0.7678825,1,0.7678825,0.00015416309,1.0785342e-08,0.23196314,1.736988e-07
600961.jpg,class_0,class_1,0.9999591,0,4.0873252e-05,0.9999591,1.3227386e-11,8.5096824e-10,7.695564e-09
602105.jpg,class_0,class_0,0.9998572,1,0.9998572,6.668046e-09,5.0747757e-09,0.00014274879,4.5772744e-10
604525.jpg,class_0,class_0,0.9999976,1,0.9999976,2.3276773e-06,6.3849825e-10,4.779322e-10,9.707981e-12
611532.jpg,class_0,class_0,0.999998,1,0.999998,3.95309e-09,9.421025e-09,2.009698e-06,8.631468e-11
616751.jpg,class_0,class_0,1.0,1,1.0,6.7217044e-12,6.8096825e-13,2.7637472e-09,2.3107996e-14
625563.jpg,class_0,class_3,0.9959759,0,0.004023502,2.2874945e-08,4.3045358e-07,0.9959759,6.765578e-08
638717.jpg,class_0,class_3,0.9994228,0,0.000577202,2.0726317e-08,1.7496939e-08,0.9994228,8.448727e-09
640173.jpg,class_0,class_0,0.9552907,1,0.9552907,1.5557196e-05,1.7766409e-08,0.04469373,1.0165135e-08
652030.jpg,class_0,class_3,0.9998714,0,0.00012854737,2.4192118e-10,4.7572797e-08,0.9998714,3.5942294e-09
683677.jpg,class_0,class_3,0.6933858,0,0.30661392,3.660137e-08,2.9934668e-07,0.6933858,3.831608e-08
695504.jpg,class_0,class_0,0.9999999,1,0.9999999,6.964126e-09,1.8236988e-10,1.0289293e-07,3.429772e-12
728027.jpg,class_0,class_0,0.9999989,1,0.9999989,1.1075324e-06,9.232125e-12,2.3046791e-10,9.88821e-14
733199.jpg,class_0,class_3,0.9999976,0,2.3181249e-06,4.58389e-08,1.1383336e-08,0.9999976,5.4029556e-08
734284.jpg,class_0,class_0,0.9998684,1,0.9998684,0.0001315817,3.0442953e-12,1.1182854e-09,1.7415281e-09
745326.jpg,class_0,class_0,0.9999995,1,0.9999995,1.4929581e-09,4.7327656e-11,5.0970306e-07,1.6081484e-12
749499.jpg,class_0,class_0,0.5803346,1,0.5803346,1.4211079e-07,1.4304417e-06,0.41966376,6.123185e-09
750514.jpg,class_0,class_0,0.9999999,1,0.9999999,1.0373515e-07,1.8395306e-11,8.388803e-11,4.011009e-13
758560.jpg,class_0,class_0,0.9801748,1,0.9801748,3.064856e-06,6.8252257e-06,0.019815393,4.416487e-08
760645.jpg,class_0,class_3,0.9999622,0,3.780083e-05,6.4489907e-09,2.2847223e-08,0.9999622,8.542433e-09
762006.jpg,class_0,class_1,0.9999877,0,1.2321325e-05,0.9999877,1.3541969e-11,5.7012405e-11,8.030347e-12
762995.jpg,class_0,class_3,0.641511,0,0.35815775,0.00032951904,1.6555398e-06,0.641511,8.2933354e-08
776415.jpg,class_0,class_0,0.9999591,1,0.9999591,4.0849674e-05,2.4277978e-12,1.3304972e-10,1.4937633e-13
789334.jpg,class_0,class_0,1.0,1,1.0,1.994587e-08,5.794662e-11,5.179617e-12,7.972977e-14
798493.jpg,class_0,class_0,0.9999951,1,0.9999951,1.25315825e-11,1.3220403e-10,4.869793e-06,9.239324e-13
799525.jpg,class_0,class_0,0.96412694,1,0.96412694,8.0432706e-08,3.4113846e-08,0.03587282,1.1037309e-07
802926.jpg,class_0,class_3,0.9999995,0,4.9536425e-07,1.5862596e-09,3.823624e-09,0.9999995,4.241087e-08
804187.jpg,class_0,class_3,0.9987043,0,0.0012948504,3.4268894e-07,1.4563446e-07,0.9987043,3.260149e-07
822669.jpg,class_0,class_0,0.99999917,1,0.99999917,5.219284e-07,2.278216e-10,4.1666723e-07,3.7728536e-09
841148.jpg,class_0,class_0,1.0,1,1.0,2.4316601e-12,4.9660866e-12,2.5186004e-09,1.9346824e-14
847552.jpg,class_0,class_0,0.99552476,1,0.99552476,6.58641e-08,1.3588915e-07,0.0044749826,1.2045244e-09
848034.jpg,class_0,class_0,0.99999666,1,0.99999666,5.8809974e-07,9.9625634e-11,2.7868984e-06,1.5413083e-10
861735.jpg,class_0,class_3,0.99889463,0,0.0011053354,8.505656e-09,4.738953e-09,0.99889463,8.184288e-09
870826.jpg,class_0,class_3,0.527785,0,0.47199434,0.00020465517,3.0829653e-06,0.527785,1.28909005e-05
875111.jpg,class_0,class_0,0.99994826,1,0.99994826,2.235114e-06,1.6618639e-08,4.951089e-05,5.999522e-10
879640.jpg,class_0,class_0,0.99996614,1,0.99996614,9.472707e-09,8.140698e-09,3.3838915e-05,1.1522968e-10
883258.jpg,class_0,class_0,1.0,1,1.0,1.0631215e-10,4.902691e-12,3.0555197e-10,1.9045289e-13
896033.jpg,class_0,class_3,0.9986349,0,0.0013622053,9.39913e-08,9.8688965e-08,0.9986349,2.7126684e-06
907890.jpg,class_0,class_3,0.99981207,0,0.00018792065,2.6791282e-08,2.4721379e-08,0.99981207,4.9390443e-09
913021.jpg,class_0,class_0,0.99999225,1,0.99999225,7.738236e-06,1.2525579e-10,6.0422574e-09,3.0584083e-12
914775.jpg,class_0,class_2,0.57736313,0,0.000398164,0.38650408,0.57736313,0.03572475,9.917368e-06
921347.jpg,class_0,class_0,0.935934,1,0.935934,7.071749e-07,6.510164e-08,0.06406518,2.526096e-08
925905.jpg,class_0,class_0,0.99687564,1,0.99687564,1.0305987e-05,4.4466024e-08,0.0031139457,2.7702631e-08
927117.jpg,class_0,class_0,0.9999939,1,0.9999939,3.615515e-11,4.056969e-11,6.0754087e-06,2.8012046e-12
938673.jpg,class_0,class_3,0.6673565,0,0.33218643,0.00045301428,1.4553831e-06,0.6673565,2.6211865e-06
940029.jpg,class_0,class_0,0.999992,1,0.999992,7.994058e-06,3.1841131e-12,2.2000249e-08,2.4272665e-12
966748.jpg,class_0,class_3,0.9995431,0,0.0004562878,1.05048365e-07,4.156812e-07,0.9995431,6.658152e-08
987793.jpg,class_0,class_0,0.76752526,1,0.76752526,6.1671847e-07,8.381349e-07,0.2324732,5.5759322e-08
997725.jpg,class_0,class_3,0.9497666,0,0.0502101,1.5344263e-05,7.1163768e-06,0.9497666,8.905126e-07
997901.jpg,class_0,class_0,0.62162775,1,0.62162775,0.33628473,4.788879e-07,0.042084236,2.865195e-06
100053.jpg,class_1,class_1,1.0,1,4.2257514e-10,1.0,9.854335e-13,9.114187e-13,2.2067351e-10
100122.jpg,class_1,class_1,0.9927176,1,1.5563069e-08,0.9927176,1.4755287e-07,2.027702e-08,0.0072822236
100288.jpg,class_1,class_1,1.0,1,5.7834354e-10,1.0,1.4988885e-08,7.053754e-11,1.6135253e-09
101290.jpg,class_1,class_1,1.0,1,1.9455731e-10,1.0,1.1482183e-09,1.5317528e-11,1.4796518e-09
101651.jpg,class_1,class_1,0.9999995,1,5.148096e-07,0.9999995,3.6017983e-10,1.9168718e-09,4.1662567e-09
101875.jpg,class_1,class_1,1.0,1,1.6938814e-09,1.0,8.275015e-12,4.219594e-12,7.705403e-11
102933.jpg,class_1,class_1,1.0,1,7.745959e-10,1.0,5.4096655e-10,5.932132e-12,1.8567055e-10
103758.jpg,class_1,class_2,0.99861586,0,7.3573636e-07,0.001381048,0.99861586,1.087961e-06,1.3429643e-06
104096.jpg,class_1,class_1,0.9981413,1,1.4151914e-07,0.9981413,0.0018545535,6.3010134e-08,3.925286e-06
104110.jpg,class_1,class_0,0.9451517,0,0.9451517,0.054838683,3.961922e-09,9.550764e-06,2.2381645e-08
104173.jpg,class_1,class_1,0.9974777,1,3.7473087e-06,0.9974777,0.002517777,8.9138176e-08,5.997427e-07
104196.jpg,class_1,class_1,0.99999964,1,2.4515856e-09,0.99999964,3.3225075e-07,2.1555906e-10,5.5485683e-09
106652.jpg,class_1,class_1,0.99999976,1,7.318958e-09,0.99999976,2.7802798e-07,6.144198e-10,3.1195733e-09
106973.jpg,class_1,class_1,1.0,1,1.5657649e-10,1.0,8.590556e-11,2.9056032e-11,2.4074094e-08
107403.jpg,class_1,class_1,1.0,1,6.4796644e-09,1.0,1.3964544e-08,1.1219295e-10,5.5007097e-09
107521.jpg,class_1,class_1,0.9999999,1,1.3855269e-07,0.9999999,5.931127e-11,3.069281e-10,5.8954058e-08
108580.jpg,class_1,class_1,0.9733417,1,3.596365e-06,0.9733417,0.026649896,1.0225779e-06,3.8531516e-06
108645.jpg,class_1,class_1,0.99999356,1,9.699535e-09,0.99999356,6.472024e-06,3.879111e-10,2.6610991e-09
108672.jpg,class_1,class_2,0.9519866,0,1.0842988e-05,0.047974028,0.9519866,1.5713867e-05,1.28701295e-05
108692.jpg,class_1,class_1,0.76949054,1,1.1713466e-05,0.76949054,0.23045376,7.3016754e-06,3.6633694e-05
108715.jpg,class_1,class_1,1.0,1,9.56263e-10,1.0,3.993064e-09,1.6330666e-11,2.882413e-08
108920.jpg,class_1,class_1,1.0,1,9.399429e-10,1.0,4.5149277e-11,1.8841277e-11,1.896594e-09
108928.jpg,class_1,class_1,0.9999989,1,4.962557e-09,0.9999989,2.5009577e-09,6.1227495e-10,1.0550494e-06
108991.jpg,class_1,class_1,1.0,1,9.484146e-09,1.0,6.8329066e-13,4.347912e-12,6.2546135e-10
109033.jpg,class_1,class_1,0.99999964,1,2.0064483e-09,0.99999964,3.51591e-07,5.093036e-11,1.0981226e-09
111383.jpg,class_1,class_1,1.0,1,1.0231768e-09,1.0,2.8803532e-11,8.3723715e-11,4.0399097e-09
111725.jpg,class_1,class_1,0.9999974,1,2.652625e-06,0.9999974,4.4178003e-09,6.020807e-10,1.3341727e-09
112574.jpg,class_1,class_1,0.9999982,1,1.8006592e-06,0.9999982,1.5532504e-11,6.112535e-10,2.3817327e-08
113516.jpg,class_1,class_1,0.9999689,1,6.024765e-08,0.9999689,2.9250275e-05,7.4992e-08,1.6418335e-06
113761.jpg,class_1,class_1,0.9721515,1,4.5347997e-06,0.9721515,0.027834723,3.321007e-06,5.9163444e-06
113828.jpg,class_1,class_1,1.0,1,1.6055282e-09,1.0,3.2921126e-09,3.2094688e-11,2.716989e-09
114173.jpg,class_1,class_1,0.99999976,1,1.9404076e-09,0.99999976,1.288767e-07,2.9046732e-10,1.0735045e-07
114191.jpg,class_1,class_1,0.99999905,1,1.010745e-06,0.99999905,7.3942035e-09,3.8978913e-09,7.272475e-09
114893.jpg,class_1,class_1,0.9999702,1,9.919203e-11,0.9999702,7.4505285e-10,6.045207e-11,2.9815536e-05
115368.jpg,class_1,class_1,1.0,1,1.3246581e-08,1.0,1.277664e-11,3.9212343e-13,1.4116835e-09
115560.jpg,class_1,class_1,1.0,1,1.2663177e-10,1.0,2.0961111e-11,5.301457e-12,7.1616997e-09
116964.jpg,class_1,class_1,0.96019423,1,4.6623125e-08,0.96019423,7.725525e-08,1.5599635e-09,0.0398057
118947.jpg,class_1,class_1,1.0,1,1.0479562e-09,1.0,1.15397664e-10,2.6509005e-11,7.719842e-09
119256.jpg,class_1,class_1,0.9999999,1,4.7970417e-10,0.9999999,7.166146e-11,7.7834345e-12,1.0648317e-07
119334.jpg,class_1,class_1,1.0,1,3.7135472e-10,1.0,8.95358e-10,3.940257e-12,8.211955e-11
119384.jpg,class_1,class_1,0.9999441,1,2.7530719e-08,0.9999441,5.5781147e-05,1.2198823e-08,7.446477e-08
120314.jpg,class_1,class_1,0.99999416,1,2.498576e-09,0.99999416,5.7896164e-06,1.5741138e-09,1.187803e-08
120440.jpg,class_1,class_1,1.0,1,1.4704807e-08,1.0,5.7863898e-11,4.066071e-12,1.7621711e-09
120566.jpg,class_1,class_1,1.0,1,3.6204902e-08,1.0,4.4366382e-11,4.6597197e-12,2.3355462e-11
121346.jpg,class_1,class_1,1.0,1,6.4955903e-09,1.0,3.1307576e-12,3.096503e-12,1.0566893e-09
122608.jpg,class_1,class_1,0.9999999,1,2.4227251e-08,0.9999999,1.5596603e-10,3.541964e-10,7.400845e-08
123059.jpg,class_1,class_1,1.0,1,2.1881188e-09,1.0,8.2852736e-10,1.770869e-11,7.246793e-10
123156.jpg,class_1,class_1,1.0,1,8.013093e-09,1.0,2.277881e-12,5.921159e-11,3.1521427e-08
123628.jpg,class_1,class_1,0.99983037,1,0.00016955732,0.99983037,5.9381526e-09,4.06766e-09,1.01851985e-08
124434.jpg,class_1,class_1,1.0,1,2.1142463e-09,1.0,1.1751577e-10,1.1174718e-11,1.0128957e-08
125063.jpg,class_1,class_1,0.99999833,1,6.427782e-09,0.99999833,1.3155965e-06,1.9955692e-08,4.0001623e-07
125199.jpg,class_1,class_1,1.0,1,6.2502815e-11,1.0,9.71679e-11,8.512197e-12,2.6612583e-09
125439.jpg,class_1,class_1,0.99996924,1,5.924058e-08,0.99996924,3.0665793e-05,1.6137126e-09,8.0399786e-08
126510.jpg,class_1,class_1,1.0,1,7.919552e-10,1.0,1.3468716e-08,2.8043077e-11,3.7731176e-08
126856.jpg,class_1,class_1,0.99998057,1,1.9471681e-05,0.99998057,8.506794e-11,5.8520755e-10,1.027228e-09
127788.jpg,class_1,class_1,0.99999976,1,1.5585369e-09,0.99999976,2.5777075e-07,6.4632555e-10,1.833879e-08
128341.jpg,class_1,class_1,0.9601995,1,8.440045e-06,0.9601995,0.0397822,9.749938e-07,8.796536e-06
128978.jpg,class_1,class_1,1.0,1,3.3930847e-10,1.0,5.5105616e-12,6.574201e-13,4.1436445e-11
129605.jpg,class_1,class_1,0.99991536,1,6.0000596e-09,0.99991536,2.8472355e-10,1.1249436e-10,8.467076e-05
130278.jpg,class_1,class_1,0.9999995,1,3.2377825e-10,0.9999995,3.8929186e-11,6.8082545e-12,4.892706e-07
130426.jpg,class_1,class_1,1.0,1,6.4274004e-09,1.0,1.8402337e-10,5.5273015e-11,6.6710687e-10
130743.jpg,class_1,class_1,0.99999905,1,2.4309554e-10,0.99999905,9.417042e-10,7.622266e-11,9.540036e-07
131374.jpg,class_1,class_1,0.99999976,1,2.3709341e-09,0.99999976,7.9021384e-10,2.2864187e-10,2.0415006e-07
131452.jpg,class_1,class_1,0.5561252,1,3.2503058e-07,0.5561252,8.511432e-08,6.706365e-07,0.44387373
131525.jpg,class_1,class_1,0.9999988,1,1.448474e-08,0.9999988,1.1880262e-06,3.2683947e-10,6.005026e-09
131603.jpg,class_1,class_1,0.99999964,1,3.6006673e-09,0.99999964,5.5684914e-12,1.4745384e-12,3.8006263e-07
131744.jpg,class_1,class_1,0.9999994,1,5.8144104e-07,0.9999994,4.1605872e-12,4.9364707e-11,1.5318791e-09
132209.jpg,class_1,class_1,0.9926197,1,2.9825708e-07,0.9926197,0.0073677595,4.0428116e-08,1.2169097e-05
132267.jpg,class_1,class_1,0.9999969,1,2.0757852e-08,0.9999969,2.435272e-09,1.208408e-10,3.084466e-06
133231.jpg,class_1,class_1,0.9999969,1,2.0363037e-08,0.9999969,1.9477727e-06,1.8929418e-09,1.194414e-06
133675.jpg,class_1,class_1,0.99897087,1,6.389773e-07,0.99897087,0.0010167529,5.286145e-07,1.1372219e-05
134068.jpg,class_1,class_1,1.0,1,1.2538638e-09,1.0,4.301415e-08,3.2620523e-10,1.6082506e-08
134624.jpg,class_1,class_1,1.0,1,1.2202694e-08,1.0,5.965295e-09,2.1887604e-10,8.309381e-09
134899.jpg,class_1,class_1,1.0,1,1.5004703e-08,1.0,2.181886e-11,8.052675e-11,4.1784684e-08
135359.jpg,class_1,class_1,1.0,1,9.386278e-10,1.0,2.9888106e-11,4.195198e-12,2.0421151e-10
135363.jpg,class_1,class_1,1.0,1,4.368898e-10,1.0,1.5570975e-11,2.8799179e-12,1.9957125e-09
135924.jpg,class_1,class_1,0.9999335,1,1.9691667e-08,0.9999335,1.0333342e-09,2.2715374e-09,6.652955e-05
136005.jpg,class_1,class_1,0.9999987,1,1.96485e-07,0.9999987,2.9813324e-10,4.596239e-08,1.0836925e-06
136370.jpg,class_1,class_1,1.0,1,3.759558e-10,1.0,1.4852128e-10,1.3974967e-11,1.9954156e-09
136821.jpg,class_1,class_1,1.0,1,7.715661e-09,1.0,3.5163736e-09,1.2831467e-11,1.6489339e-09
137052.jpg,class_1,class_1,0.9999999,1,4.9169674e-10,0.9999999,1.690252e-11,8.5414174e-13,6.79732e-08
137135.jpg,class_1,class_1,0.9999999,1,4.6568123e-09,0.9999999,1.7512788e-08,8.747738e-10,1.4544575e-07
137212.jpg,class_1,class_1,1.0,1,6.778165e-10,1.0,1.8519651e-11,5.2295893e-12,4.2446457e-10
138739.jpg,class_1,class_1,0.9999999,1,3.6033476e-09,0.9999999,1.391028e-07,1.303416e-10,1.4723207e-09
138772.jpg,class_1,class_1,0.9999999,1,1.6155923e-08,0.9999999,1.670189e-07,1.3211493e-10,3.9653916e-09
139046.jpg,class_1,class_1,0.99999976,1,4.603618e-10,0.99999976,2.1664509e-11,3.8834396e-12,2.4067833e-07
139077.jpg,class_1,class_1,1.0,1,1.5643536e-09,1.0,1.748909e-08,6.6585604e-10,1.5842806e-08
139099.jpg,class_1,class_1,1.0,1,4.3095287e-08,1.0,9.778852e-11,1.2985122e-11,5.7634297e-09
139355.jpg,class_1,class_1,0.99999964,1,1.5499678e-07,0.99999964,2.5007952e-07,6.427012e-11,2.2660986e-11
139547.jpg,class_1,class_1,1.0,1,1.0364413e-08,1.0,3.9315395e-09,3.8653764e-10,1.957448e-09
140146.jpg,class_1,class_1,1.0,1,1.8174496e-09,1.0,9.0643375e-11,4.9260897e-11,2.9669703e-08
140529.jpg,class_1,class_1,1.0,1,5.728477e-10,1.0,6.9122147e-12,5.9250196e-12,3.9320477e-10
141333.jpg,class_1,class_1,1.0,1,8.0022405e-11,1.0,4.8218285e-10,2.1951602e-11,9.1035857e-10
141714.jpg,class_1,class_1,1.0,1,4.7386624e-09,1.0,1.3029512e-10,7.757898e-12,1.3596149e-11
142257.jpg,class_1,class_2,0.99980146,0,4.920408e-07,0.00019144783,0.99980146,2.2956963e-06,4.392083e-06
143272.jpg,class_1,class_1,1.0,1,7.670405e-10,1.0,4.702133e-10,1.11822235e-11,7.3845983e-09
144560.jpg,class_1,class_1,0.99999976,1,2.6825447e-07,0.99999976,1.0313444e-10,2.1861535e-09,7.10335e-09
144740.jpg,class_1,class_1,1.0,1,1.7827109e-10,1.0,8.312404e-10,7.895322e-12,1.8792906e-10
146584.jpg,class_1,class_1,0.9999999,1,1.3872231e-09,0.9999999,7.761702e-08,2.6770832e-11,6.2345347e-09
147303.jpg,class_1,class_1,0.9999939,1,4.4180673e-11,0.9999939,4.2054094e-09,5.996798e-10,6.0262205e-06
147384.jpg,class_1,class_1,0.99999917,1,8.164276e-07,0.99999917,2.6897233e-11,5.130906e-10,7.109445e-09
149224.jpg,class_1,class_1,1.0,1,8.118706e-09,1.0,8.86265e-09,1.7126882e-09,6.4558275e-10
150190.jpg,class_1,class_1,0.9999645,1,3.7703165e-07,0.9999645,3.4859324e-05,5.7903552e-08,3.3776212e-07
151221.jpg,class_1,class_1,0.99999917,1,4.6480326e-09,0.99999917,7.2558845e-07,1.011022e-09,1.4341663e-07
151748.jpg,class_1,class_1,1.0,1,5.153887e-08,1.0,2.9847242e-12,1.1283553e-09,8.000311e-09
151851.jpg,class_1,class_1,0.9999999,1,5.6628935e-10,0.9999999,1.6240816e-09,3.7073032e-11,6.8334316e-08
151943.jpg,class_1,class_1,1.0,1,2.368056e-09,1.0,2.960606e-11,3.2191107e-12,4.903126e-10
153016.jpg,class_1,class_1,0.9999999,1,4.2718537e-10,0.9999999,5.925183e-10,5.2969816e-11,7.914048e-08
154009.jpg,class_1,class_1,1.0,1,3.1366079e-09,1.0,1.2985865e-11,2.2385956e-12,9.109591e-11
154015.jpg,class_1,class_1,0.9999925,1,1.08868534e-07,0.9999925,5.385018e-11,1.0845459e-08,7.434073e-06
154900.jpg,class_1,class_1,1.0,1,2.8843254e-09,1.0,3.8306062e-08,5.679249e-10,2.2535643e-08
154956.jpg,class_1,class_1,1.0,1,5.4415494e-10,1.0,1.7280678e-09,1.8163943e-11,2.882883e-10
